Simbolo;Nombre;Sector;Industria
ORLA;Orla Mining Ltd. Common Shares;NO APLICABLE;NO DISPONIBLE
GIII;G-III Apparel Group, LTD.;Bienes de consumo no duraderos;Ropa
NUVB;Nuvation Bio Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
TMP;Tompkins Financial Corporation;Finanzas;Grandes bancos
CBD;Companhia Brasileira de Distribuicao American Depsitary Shares;#N/D;#N/D
AFYA;Afya Limited Common Shares;Servicios al consumidor;Otros servicios al consumidor
LMND;Lemonade, Inc.;Finanzas;Aseguradoras de Daños
BTZ;BlackRock Credit Allocation Income Trust;Finanzas;Empresas financieras
SOVO;Sovos Brands, Inc.;Bienes de consumo no duraderos;Alimentacion especializada
CRON;Cronos Group Inc. Common Share;NO APLICABLE;NO DISPONIBLE
RNP;Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares;Finanzas;Gestores de inversiones
QQQX;Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest;Finanzas;Empresas financieras
NGM;NGM Biopharmaceuticals, Inc.;Sanidad;Biotecnologia Productos biologicos (no sustancias de diagnostico)
PCT;PureCycle Technologies, Inc.;Servicios publicos;Servicios medioambientales
ALEC;Alector, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
RVNC;Revance Therapeutics, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
CDMO;Avid Bioservices, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
HLTH;Cue Health Inc.;Tecnologia;Programas informaticos: Software preempaquetado
BRSP;BrightSpire Capital, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
RXRX;Recursion Pharmaceuticals, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
TGLS;Tecnoglass Inc. Ordinary Shares;Bienes de capital;Equipos/suministros/servicios de oficina
CCCC;C4 Therapeutics, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
IPI;Intrepid Potash, Inc;Industrias basicas;Grandes empresas quimicas
STBA;S&T Bancorp, Inc.;Finanzas;Grandes bancos
IMCR;Immunocore Holdings plc American Depositary Shares;Sanidad;Biotecnologia Productos biologicos (no sustancias de diagnostico)
CEIX;CONSOL Energy Inc.;NO APLICABLE;NO DISPONIBLE
LBAI;Lakeland Bancorp, Inc.;Finanzas;Grandes bancos
BBDC;Barings BDC, Inc.;Finanzas;Gestores de inversiones
GES;Guess?, Inc.;NO APLICABLE;NO DISPONIBLE
PLL;Piedmont Lithium Inc.;Industrias basicas;Metales preciosos
RPT;RPT Realty;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
MCB;Metropolitan Bank Holding Corp.;Finanzas;Grandes bancos
MYOV;Myovant Sciences Ltd. Common Shares;Sanidad;Biotecnologia Preparados Farmaceuticos
CCSI;Consensus Cloud Solutions, Inc.;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
POLY;Plantronics, Inc.;Servicios publicos;Equipos de telecomunicaciones
ENVA;Enova International, Inc.;Finanzas;Finanzas Servicios al consumidor
CTS;CTS Corporation;Bienes de capital;Maquinaria industrial/Componentes
CLBT;Cellebrite DI Ltd. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
LFG;Archaea Energy Inc.;NO APLICABLE;NO DISPONIBLE
PFC;Premier Financial Corp.;Finanzas;Instituciones de ahorro
SCWX;SecureWorks Corp.;Tecnologia;Servicios EDP
HTLD;Heartland Express, Inc.;Transporte;Transporte de mercancias por carretera/Servicios de mensajeria
FLNG;FLEX LNG Ltd. Ordinary Shares;Servicios al consumidor;Transporte maritimo
EIG;Employers Holdings Inc;Finanzas;Aseguradoras de Daños
CET;Central Securities Corporation;Finanzas;Finanzas/Servicios a inversores
ACMR;ACM Research, Inc.;Tecnologia;Maquinaria industrial/Componentes
PFBC;Preferred Bank;Finanzas;Grandes bancos
BRDS;Bird Global, Inc.;Tecnologia;Servicios comerciales diversificados
HIPO;Hippo Holdings Inc.;NO APLICABLE;NO DISPONIBLE
NMM;Navios Maritime Partners LP Common Units Representing Limited Partner Interests;Transporte;Transporte maritimo
UAN;CVR Partners, LP Common Units representing Limited Partner Interests;Industrias basicas;Quimica agricola
SUMO;Sumo Logic, Inc.;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
SGML;Sigma Lithium Corporation Common Shares;Bienes de capital;Maquinaria industrial/Componentes
VIVO;Meridian Bioscience Inc.;Sanidad;Biotecnologia Sustancias de diagnostico in vitro e in vivo
SPTN;SpartanNash Company;Bienes de consumo no duraderos;Distribuidores de alimentos
BFS;Saul Centers, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
GRBK;Green Brick Partners, Inc.;Bienes de capital;Construccion de viviendas
BRMK;Broadmark Realty Capital Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
SFIX;Stitch Fix, Inc.;Bienes de consumo no duraderos;Ropa
GGPI;Gores Guggenheim, Inc.;NO APLICABLE;NO DISPONIBLE
VTOL;Bristow Group, Inc.;Energia;Fabricacion de metales
KURA;Kura Oncology, Inc.;Sanidad;Biotecnologia Productos biologicos (no sustancias de diagnostico)
PRCT;PROCEPT BioRobotics Corporation;Sanidad;Especialidades medicas
AMTB;Amerant Bancorp Inc.;Finanzas;Grandes bancos
ERII;Energy Recovery, Inc.;Tecnologia;Maquinaria industrial/Componentes
CHEF;The Chefs' Warehouse, Inc.;Bienes de consumo no duraderos;Distribuidores de alimentos
MTLS;Materialise NV American Depositary Shares;Tecnologia;Programas informaticos: Software preempaquetado
KYN;Kayne Anderson Energy Infrastructure Fund, Inc.;Finanzas;Finanzas/Servicios a inversores
CPTN;Cepton, Inc.;Tecnologia;Programas informaticos: Software preempaquetado
SPNT;SiriusPoint Ltd. Common Shares;Finanzas;Aseguradoras de Daños
ADCT;ADC Therapeutics SA Common Shares;Sanidad;Biotecnologia Preparados Farmaceuticos
AIV;Apartment Investment and Management Company;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
PRPB;CC Neuberger Principal Holdings II Ordinary Shares;Finanzas;Servicios a empresas
GSL;Global Ship Lease Inc New Common Shares;Transporte;Transporte maritimo
HSC;Harsco Corporation;Industrias basicas;Acero/Minerales de hierro
SANA;Sana Biotechnology, Inc.;Bienes de consumo duraderos;Especialidades quimicas
WRLD;World Acceptance Corporation;Finanzas;Finanzas Servicios al consumidor
RFP;Resolute Forest Products Inc.;Industrias basicas;Papel
ETW;Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest;Finanzas;Gestores de inversiones
NRK;Nuveen New York AMT-Free Quality Municipal Income Fund;Finanzas;#N/D
CANO;Cano Health, Inc.;Sanidad;Gestion de hospitales/enfermeria
CXW;CoreCivic, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
INN;Summit Hotel Properties, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
HERA;FTAC Hera Acquisition Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
ATEC;Alphatec Holdings, Inc.;Sanidad;Instrumentos medicos/odontologicos
STNG;Scorpio Tankers Inc. Common Shares;Transporte;Transporte maritimo
HESM;Hess Midstream LP Share;Energia;Servicios/equipos petroliferos
TRMR;Tremor International Ltd. American Depository Shares;NO APLICABLE;NO DISPONIBLE
ATEX;Anterix Inc.;Servicios al consumidor;Equipos de telecomunicaciones
FREY;FREYR Battery Ordinary Shares;NO APLICABLE;NO DISPONIBLE
PLAB;Photronics, Inc.;Tecnologia;Semiconductores
MATW;Matthews International Corporation;NO APLICABLE;NO DISPONIBLE
CPUH;Compute Health Acquisition Corp.;NO APLICABLE;NO DISPONIBLE
AVYA;Avaya Holdings Corp.;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
LILM;Lilium N.V. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
RA;Brookfield Real Assets Income Fund Inc.;Finanzas;Gestores de inversiones
OBNK;Origin Bancorp, Inc.;Finanzas;Bancos comerciales
BSIG;BrightSphere Investment Group Inc.;Finanzas;Finanzas/Servicios a inversores
BY;Byline Bancorp, Inc.;Finanzas;Grandes bancos
ASPN;Aspen Aerogels, Inc.;Bienes de capital;Distribuidores al por mayor
ARKO;ARKO Corp.;Servicios al consumidor;Cadenas alimentarias
EDIT;Editas Medicine, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
ARCE;Arco Platform Limited Common Shares;Varios;Servicios a la industria sanitaria
SHEN;Shenandoah Telecommunications Co;Servicios publicos;Equipos de telecomunicaciones
WKME;WalkMe Ltd. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
TMCI;Treace Medical Concepts, Inc.;Sanidad;Biotecnologia Aparatos electromedicos y electroterapeuticos
GOL;Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares;Transporte;Servicios de transporte aereo
GMRE;Global Medical REIT Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
CRHC;Cohn Robbins Holdings Corp. Ordinary Shares;Finanzas;Servicios a empresas
EFC;Ellington Financial Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
CHCT;Community Healthcare Trust Incorporated;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
DFIN;Donnelley Financial Solutions, Inc.;Finanzas;Gestores de inversiones
MQY;Blackrock MuniYield Quality Fund, Inc.;Finanzas;Gestores de inversiones
FUBO;fuboTV Inc.;Servicios al consumidor;Radiodifusion
SHCR;Sharecare, Inc.;Tecnologia;Programas informaticos: Software preempaquetado
CSTL;Castle Biosciences, Inc.;Sanidad;Especialidades medicas
BIG;Big Lots, Inc.;Servicios al consumidor;Grandes almacenes/tiendas especializadas
LTRPB;Liberty TripAdvisor Holdings, Inc. Series B;NO APLICABLE;NO DISPONIBLE
PAR;PAR Technology Corporation;Varios;Equipos/suministros/servicios de oficina
RCKT;Rocket Pharmaceuticals, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
PROC;Procaps Group, S.A. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
NFGC;New Found Gold Corp Common Shares;NO APLICABLE;NO DISPONIBLE
APSG;Apollo Strategic Growth Capital Ordinary Shares;Finanzas;Servicios a empresas
GRC;Gorman-Rupp Company;Bienes de capital;Controles de fluidos
CARS;Cars.com Inc.;NO APLICABLE;NO DISPONIBLE
BCSF;Bain Capital Specialty Finance, Inc.;Finanzas;Finanzas/Servicios a inversores
PDFS;PDF Solutions, Inc.;Tecnologia;Servicios EDP
STGW;Stagwell Inc.;Tecnologia;Publicidad
EOS;Eaton Vance Enhance Equity Income Fund II;Finanzas;#N/D
COOK;Traeger, Inc.;Bienes de capital;Distribuidores al por mayor
BTRS;BTRS Holdings Inc. Class 1;Tecnologia;Servicios EDP
NHC;National HealthCare Corporation;Sanidad;Gestion de hospitales/enfermeria
IMAX;Imax Corporation;NO APLICABLE;NO DISPONIBLE
AHH;Armada Hoffler Properties, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
TSC;TriState Capital Holdings, Inc.;Finanzas;Grandes bancos
BMA;Banco Macro S.A. ADR;Finanzas;Bancos comerciales
GCO;Genesco Inc.;NO APLICABLE;NO DISPONIBLE
ATEN;A10 Networks, Inc.;Tecnologia;Servicios EDP
KIDS;OrthoPediatrics Corp.;Sanidad;Instrumentos medicos/odontologicos
ASTE;Astec Industries, Inc.;Bienes de capital;Construccion/Equipos agricolas/Camiones
OXLC;Oxford Lane Capital Corp.;Finanzas;Gestores de inversiones
MYTE;MYT Netherlands Parent B.V. American Depositary Shares, each representing one Ordinary Share;Servicios al consumidor;Distribucion por catalogo/especializada
HLGN;Heliogen, Inc.;NO APLICABLE;NO DISPONIBLE
GLDD;Great Lakes Dredge & Dock Corporation;Bienes de capital;Servicios/equipos petroliferos
TSAT;Telesat Corporation Common Shares and Variable Voting Shares;Industrias basicas;Fabricacion de metales
ORGO;Organogenesis Holdings Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
AGYS;Agilysys, Inc.;Tecnologia;Programas informaticos: Software preempaquetado
HWKN;Hawkins, Inc.;Industrias basicas;Especialidades industriales
SNDL;Sundial Growers Inc. Common Shares;NO APLICABLE;NO DISPONIBLE
BLNK;Blink Charging Co.;Bienes de capital;Servicios/equipos petroliferos
RTL;The Necessity Retail REIT, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
DCFC;Tritium DCFC Limited Ordinary Shares;Tecnologia;Componentes electronicos
OEC;Orion Engineered Carbons S.A Common Shares;Industrias basicas;Especialidades quimicas
MGI;Moneygram International, Inc.;Varios;Servicios a empresas
LWLG;Lightwave Logic, Inc.;Bienes de consumo no duraderos;Productos de plastico
HMST;HomeStreet, Inc.;Finanzas;Bancos
THRY;Thryv Holdings, Inc.;Bienes de capital;Maquinaria industrial/Componentes
PLYM;Plymouth Industrial REIT, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
ACRS;Aclaris Therapeutics, Inc.;Sanidad;Biotecnologia: Investigacion comercial fisica y biologica
GAM;General American Investors, Inc.;Finanzas;Gestores de inversiones
AMWD;American Woodmark Corporation;Bienes de consumo duraderos;Productos de construccion
CHY;Calamos Convertible and High Income Fund;Finanzas;Gestores de inversiones
VREX;Varex Imaging Corporation;Sanidad;Electronica medica
AVPT;AvePoint, Inc.;Tecnologia;Servicios EDP
FORR;Forrester Research, Inc.;Servicios al consumidor;Servicios EDP
KRNY;Kearny Financial Corp;Finanzas;Instituciones de ahorro
AUS;Austerlitz Acquisition Corporation I Ordinary Shares;NO APLICABLE;NO DISPONIBLE
TGS;Transportadora de Gas del Sur SA TGS;Servicios publicos;Distribucion de gas natural
DSGN;Design Therapeutics, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
MERC;Mercer International Inc.;Industrias basicas;Papel
SKLZ;Skillz Inc.;Tecnologia;Servicios EDP
ADTN;ADTRAN, Inc.;Bienes de capital;Equipos de telecomunicaciones
AXL;American Axle & Manufacturing Holdings, Inc.;Bienes de capital;Autopartes:O.E.M.
API;Agora, Inc. American Depositary Shares;Tecnologia;Programas informaticos: Software preempaquetado
QTRX;Quanterix Corporation;Sanidad;Especialidades industriales
OPAD;Offerpad Solutions Inc.;Finanzas;Bienes inmuebles
BLFS;BioLife Solutions, Inc.;Sanidad;Instrumentos medicos/odontologicos
ICHR;Ichor Holdings Ordinary Shares;Tecnologia;Semiconductores
BRBR;BellRing Brands, Inc.;Bienes de consumo no duraderos;Bebidas (Produccion/Distribucion)
ACCD;Accolade, Inc.;NO APLICABLE;NO DISPONIBLE
CHRS;Coherus BioSciences, Inc.;Sanidad;Biotecnologia Productos biologicos (no sustancias de diagnostico)
NTST;NetSTREIT Corp.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
AOD;Aberdeen Total Dynamic Dividend Fund;Finanzas;Gestores de inversiones
RSKD;Riskified Ltd. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
SKYX;SQL Technologies Corp.;Bienes de consumo duraderos;Mobiliario domestico
KRP;Kimbell Royalty Partners Common Units Representing Limited Partner Interests;Energia;Produccion de petroleo y gas
WULF;TeraWulf Inc.;Finanzas;Banqueros/corredores/servicios de inversion
ONL;Orion Office REIT Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
IGR;CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest;Finanzas;Empresas financieras
EXK;Endeavour Silver Corporation Ordinary Shares;NO APLICABLE;NO DISPONIBLE
NESR;National Energy Services Reunited Corp. Ordinary Shares;Energia;Servicios/equipos petroliferos
BCX;BlackRock Resources Common Shares of Beneficial Interest;Finanzas;Finanzas/Servicios a inversores
ASTR;Astra Space, Inc.;NO APLICABLE;NO DISPONIBLE
MRC;MRC Global Inc.;Bienes de capital;Controles de fluidos
PUBM;PubMatic, Inc.;Tecnologia;Programas informaticos: Software preempaquetado
SMP;Standard Motor Products, Inc.;Bienes de capital;Autopartes:O.E.M.
HZO;MarineMax, Inc.;Servicios al consumidor;Otras tiendas especializadas
HURN;Huron Consulting Group Inc.;Servicios al consumidor;Servicios profesionales
SPH;Suburban Propane Partners, L.P.;Servicios publicos;Otras tiendas especializadas
EVOP;EVO Payments, Inc.;Tecnologia;Servicios EDP
AVAH;Aveanna Healthcare Holdings Inc.;Sanidad;Gestion de hospitales/enfermeria
PWP;Perella Weinberg Partners;Finanzas;Banqueros/corredores/servicios de inversion
FARO;FARO Technologies, Inc.;Bienes de capital;Maquinaria industrial/Componentes
SCRM;Screaming Eagle Acquisition Corp. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
WASH;Washington Trust Bancorp, Inc.;Finanzas;Grandes bancos
XPOF;Xponential Fitness, Inc.;Servicios al consumidor;Otros servicios al consumidor
CNDT;Conduent Incorporated;Tecnologia;Comercio al por menor Programas informaticos y equipos perifericos
XENT;Intersect ENT, Inc.;Sanidad;Instrumentos medicos/odontologicos
NRC;National Research Corporation;Sanidad;Atencion sanitaria gestionada
LMAT;LeMaitre Vascular, Inc.;Sanidad;Instrumentos medicos/odontologicos
WTTR;Select Energy Services, Inc.;Energia;Servicios/equipos petroliferos
NVTS;Navitas Semiconductor Corporation;Tecnologia;Semiconductores
DAO;Youdao, Inc. American Depositary Shares, each representing one Ordinary Share;Servicios al consumidor;Otros servicios al consumidor
SNDX;Syndax Pharmaceuticals, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
WLKP;Westlake Chemical Partners LP Common Units representing limited partner interests;Industrias basicas;Grandes empresas quimicas
CONX;CONX Corp.;NO APLICABLE;NO DISPONIBLE
CTV;Innovid Corp.;Tecnologia;Publicidad
HLIT;Harmonic Inc.;Tecnologia;Equipos de radio y television y comunicaciones
IREN;Iris Energy Limited Ordinary Shares;NO APLICABLE;NO DISPONIBLE
ZUMZ;Zumiez Inc.;NO APLICABLE;NO DISPONIBLE
ESTE;Earthstone Energy, Inc.;Energia;Produccion de petroleo y gas
SLI;Standard Lithium Ltd. Common Shares;NO APLICABLE;NO DISPONIBLE
CRNX;Crinetics Pharmaceuticals, Inc.;Sanidad;Biotecnologia Preparados Farmaceuticos
HIMS;Hims & Hers Health, Inc.;Bienes de consumo no duraderos;Productos envasados/Cosmeticos
DHT;DHT Holdings, Inc.;Transporte;Transporte maritimo
TBI;TrueBlue, Inc.;Tecnologia;Servicios profesionales
JBSS;John B. Sanfilippo & Son, Inc.;Bienes de consumo no duraderos;Alimentacion especializada
IESC;IES Holdings, Inc.;Bienes de capital;Ingenieria y construccion
POSH;Poshmark, Inc.;Bienes de consumo no duraderos;Grandes almacenes/tiendas especializadas
PDS;Precision Drilling Corporation;NO APLICABLE;NO DISPONIBLE
AMSF;AMERISAFE, Inc.;Finanzas;Seguros de accidente y salud
DBI;Designer Brands Inc.;Servicios al consumidor;Tiendas de ropa/calzado/accesorios
PEBO;Peoples Bancorp Inc.;Finanzas;Grandes bancos
SMWB;Similarweb Ltd. Ordinary Shares;NO APLICABLE;NO DISPONIBLE
SWM;Schweitzer-Mauduit International, Inc.;Industrias basicas;Papel
BHE;Benchmark Electronics, Inc.;Tecnologia;Productos electricos
AWF;Alliancebernstein Global High Income Fund;Finanzas;#N/D
CERS;Cerus Corporation;Sanidad;Biotecnologia Aparatos electromedicos y electroterapeuticos
ABTX;Allegiance Bancshares, Inc.;Finanzas;Grandes bancos
SPLP;Steel Partners Holdings LP LTD PARTNERSHIP UNIT;NO APLICABLE;NO DISPONIBLE
GB;Global Blue Group Holding AG Ordinary Shares;Tecnologia;Servicios EDP
TRTX;TPG RE Finance Trust, Inc.;Servicios al consumidor;Fideicomisos de inversion inmobiliaria
ROVR;Rover Group, Inc.;Varios;Otros servicios al consumidor
FFC;Flaherty & Crumrine Preferred and Income Securities Fund Incorporated;Finanzas;#N/D
